date	point1_A	point1_H	point1_V
2024-08-25 09-12-09	19.88	40.1	19.92
2024-08-25 09-42-39	19.01	38.49	19.59
2024-08-25 10-13-09	19.38	39.23	21.92
2024-08-25 10-43-39	18.92	38.04	20.29
2024-08-25 11-14-09	19.24	38.64	20.92
2024-08-25 11-44-38	19.8	40.62	20.09
2024-08-25 12-15-09	18.69	37.31	20.21
2024-08-25 12-31-17	19.47	39.04	19.89
2024-08-25 12-45-38	19.2	38.72	20.47
2024-08-25 13-16-08	19.59	40	20.35
2024-08-25 13-46-39	19.22	39.3	20.55
2024-08-25 14-17-09	19.17	38.14	20.64
2024-08-25 14-47-39	20.27	41.67	21.23
2024-08-25 15-27-08	11.63	22.88	18.38
2024-08-25 21-41-07	5.11	2.78	16.56
2024-08-25 22-52-38	43.35	98.59	31.91
2024-08-25 23-23-08	19.72	39.65	20.13
2024-08-25 23-53-38	19.38	39.22	20.44
2024-08-26 00-24-07	18.95	38.05	19.67
2024-08-26 00-31-16	19.87	39.67	20.13
2024-08-26 00-54-37	19.49	39.49	19.93
2024-08-26 01-25-07	19.16	38.66	20.32
2024-08-26 01-55-37	19.76	39.55	20.44
2024-08-26 02-26-07	19.13	38.42	19.66
2024-08-26 06-14-37	37.19	75.51	25.13
2024-08-26 06-45-06	19.37	38.76	20.23
2024-08-26 07-15-36	19.29	38.46	20.42
2024-08-26 07-46-07	18.95	37.87	20.29
2024-08-26 08-16-37	18.75	36.86	20.68
2024-08-26 08-47-06	19.37	38.81	21.17
2024-08-26 09-17-37	19.52	39.43	20.67
2024-08-26 09-48-07	19.41	39.19	20.88
2024-08-26 10-18-36	19.21	39.03	20.17
2024-08-26 10-49-07	17.91	34.1	18.32
2024-08-26 11-19-37	19.21	37.99	20.35
2024-08-26 11-50-07	18.15	36.47	19.38
2024-08-26 12-20-36	18.47	37.06	19.59
2024-08-26 12-31-14	19.04	37.81	20.48
2024-08-26 12-51-06	18.92	37.16	19.3
2024-08-26 13-21-36	19.22	38.58	19.75
2024-08-26 13-52-06	18.84	37.09	20.33
2024-08-26 14-22-35	19.63	39.5	21.54
2024-08-26 14-53-05	18.69	37.25	19.3
2024-08-26 15-23-36	19.92	40.54	21.05
2024-08-26 15-54-06	19.59	38.97	20.73
2024-08-26 16-24-36	19.24	38.67	20.85
2024-08-26 16-55-05	18.33	36.28	19.29
2024-08-26 17-25-35	19.68	40.09	21.43
2024-08-26 17-56-05	18.87	37.12	20.46
2024-08-26 18-26-35	18.32	35.52	19.12
2024-08-26 18-57-06	19.19	38.48	20.47
2024-08-26 19-27-35	18.71	37.42	20.24
2024-08-26 19-58-05	18.68	37.93	20.13
2024-08-26 20-28-36	18.86	37.24	19.63
2024-08-26 20-59-05	19.65	39.66	20.28
2024-08-26 21-29-35	18.79	37.43	20.82
2024-08-26 22-00-05	19.32	38.66	20.86
2024-08-26 22-30-36	19.08	38.46	20.87
2024-08-26 23-01-05	18.9	37.65	20.48
2024-08-26 23-31-35	19.11	38.15	20.59
2024-08-27 00-02-04	19.16	38.21	20.84
2024-08-27 00-31-13	18.64	37.33	20.42
2024-08-27 00-32-35	19.14	38.57	21.23
2024-08-27 01-03-06	18.47	37.14	20.47
2024-08-27 01-33-36	19.59	39.61	21.4
2024-08-27 02-04-04	19.58	39.65	21.13
2024-08-27 02-34-35	20.15	41.4	20.88
2024-08-27 03-05-04	19.42	38.97	20.15
2024-08-27 03-35-35	19.36	39.01	19.73
2024-08-27 04-06-05	19.66	39.06	20.45
2024-08-27 04-36-35	19.35	39.36	19.57
2024-08-27 05-07-04	19.66	40.51	21.13
2024-08-27 05-37-35	18.76	37.69	19.58
2024-08-27 06-08-06	19.92	40.38	21.22
2024-08-27 06-38-34	19.49	39.43	21.2
2024-08-27 07-09-04	19.44	39.25	20.09
2024-08-27 07-39-34	19.54	39.84	20.9
2024-08-27 08-10-04	20.16	40.94	21.27
2024-08-27 08-40-34	19.18	38.53	19.66
2024-08-27 09-11-04	19.72	40.58	20.29
2024-08-27 09-41-34	19.21	39.2	20.48
2024-08-27 10-12-04	18.97	38.75	21.81
2024-08-27 10-42-34	19.46	39.83	21.12
2024-08-27 11-13-04	19.47	39.73	21.41
2024-08-27 11-43-35	19.54	39.95	20.79
2024-08-27 12-14-04	19.33	38.92	20.63
2024-08-27 12-31-12	19.33	39.44	19.8
2024-08-27 12-44-33	19.05	38.7	19.51
2024-08-27 13-15-04	19.7	40.32	20.99
2024-08-27 13-45-34	19.82	40.72	20.42
2024-08-27 14-16-03	20.21	41.45	21.21
2024-08-27 14-46-34	19.69	39.72	21.2
2024-08-27 15-17-03	19.7	40.14	20.76
2024-08-27 15-47-34	20.56	42.49	21.84
2024-08-27 16-18-05	20.18	41.9	21.18
2024-08-27 16-48-34	20.32	41.96	21.43
2024-08-27 17-19-05	19.67	40.79	21.54
2024-08-27 17-49-33	20.05	42.21	22.2
2024-08-27 18-20-03	19.9	41.03	21.59
2024-08-27 18-50-33	19.53	40.18	21.24
2024-08-27 19-21-04	20.3	42.05	22.22
2024-08-27 19-51-34	20.12	41.47	21.5
2024-08-27 20-22-03	21	44.49	21.49
2024-08-27 20-52-34	20.84	43.19	22.52
2024-08-27 21-23-04	20.29	41.97	21.83
2024-08-27 21-53-34	20.7	43.11	21.68
2024-08-27 22-24-03	20.48	42.66	21.33
2024-08-27 22-54-33	19.94	40.79	21.85
2024-08-27 23-25-03	20.27	41.91	21.16
2024-08-27 23-55-34	21.29	44.96	22.73
2024-08-28 00-26-04	20.43	42.64	22.36
2024-08-28 00-31-11	20.23	42	22.58
2024-08-28 00-56-33	20.14	41.77	22.11
2024-08-28 01-27-03	19.95	41.09	21.5
2024-08-28 01-57-33	20.39	42.18	22.34
2024-08-28 02-28-03	21.09	43.71	22.06
2024-08-28 02-58-32	20.51	42.9	21.27
2024-08-28 03-29-02	20.55	42.12	22.35
2024-08-28 03-59-33	21.19	44.7	21.54
2024-08-28 04-30-02	20.64	42.56	22.11
2024-08-28 05-00-32	21.5	44.98	22.56
2024-08-28 05-31-02	20.71	42.99	21.88
2024-08-28 06-01-32	20.52	42.01	21.79
2024-08-28 06-32-02	20.89	43.56	22.24
2024-08-28 07-02-33	21.45	45.04	22.73
2024-08-28 07-33-02	21.19	44.68	22.63
2024-08-28 08-03-33	21.66	45.53	23.91
2024-08-28 08-34-01	21	43.96	23.27
2024-08-28 09-04-32	20.81	42.82	22.53
2024-08-28 09-35-02	21.83	46.25	24.01
2024-08-28 10-05-33	21.12	43.98	22.09
2024-08-28 10-36-02	20.59	43.24	21.95
2024-08-28 11-06-32	20.47	42.58	22.81
2024-08-28 11-37-02	20.53	43.07	23.41
2024-08-28 12-07-33	20.87	42.97	23.34
2024-08-28 12-31-10	20.59	43.17	22.3
2024-08-28 12-38-02	21.38	45.56	22.39
2024-08-28 13-08-32	21.45	45.56	23.57
2024-08-28 13-39-01	20.67	42.75	22.34
2024-08-28 14-09-32	20.19	41.96	20.66
2024-08-28 14-40-02	21.1	43.3	21.39
2024-08-28 15-10-31	21.42	44.99	22.53
2024-08-28 15-41-01	20.93	44.12	22.08
2024-08-28 16-11-31	21.19	44.05	22.75
2024-08-28 16-42-02	21.25	44.77	22.22
2024-08-28 17-12-31	19.99	41.64	21.24
2024-08-28 17-43-01	20.67	43.31	21.25
2024-08-28 18-13-32	20.23	42.44	20.45
2024-08-28 18-44-01	20.89	43.63	22.07
2024-08-28 19-14-31	21.72	45.95	22.06
2024-08-28 19-45-01	22.14	46.79	21.55
2024-08-28 20-15-32	21.17	45.3	21.78
2024-08-28 20-46-01	20.13	41.12	20.64
2024-08-28 21-16-30	21.17	44.79	22.54
2024-08-28 21-47-01	20.33	41.62	22.14
2024-08-28 22-17-30	21.52	45.51	22.43
2024-08-28 22-48-01	20.84	43.66	22.48
2024-08-28 23-18-31	21.12	44.93	22.42
2024-08-28 23-49-00	21.88	46.36	23.55
2024-08-29 00-19-31	21.59	44.9	23.09
2024-08-29 00-31-09	21.66	45.6	22.75
2024-08-29 00-50-01	20.98	43.72	23.31
2024-08-29 01-20-31	21.35	45.7	22.47
2024-08-29 01-51-00	21.24	44.87	22
2024-08-29 02-21-30	20.74	43.6	21.93
2024-08-29 02-52-01	21.5	45.76	23.34
2024-08-29 03-22-31	21.63	46.55	23.25
2024-08-29 03-53-01	21.57	46.36	22.4
2024-08-29 04-23-31	20.94	44.27	22.68
2024-08-29 04-54-00	21.27	45.03	22.83
2024-08-29 05-24-30	21.01	44.17	22.57
2024-08-29 05-55-00	21.05	44.82	21.78
2024-08-29 06-25-30	21.11	45.15	23.05
2024-08-29 06-56-00	21.85	46.55	23.02
2024-08-29 07-26-30	21.78	46.68	23.48
2024-08-29 07-57-00	21.79	46.48	21.9
2024-08-29 08-27-30	20.96	44.25	23.28
2024-08-29 08-58-01	21.69	46.23	23.16
2024-08-29 09-28-30	21.33	44.75	24.18
2024-08-29 09-58-59	21.53	46.51	23.19
2024-08-29 10-29-29	21.35	45.12	22.91
2024-08-29 11-00-00	21.66	46.39	23.27
2024-08-29 11-30-30	22.39	48.2	23.75
2024-08-29 12-01-00	22.52	48.68	23.19
2024-08-29 12-31-08	21.48	46.06	23.27
2024-08-29 12-31-30	21.7	46.55	23.34
2024-08-29 13-02-00	21.77	46.29	22.47
2024-08-29 13-32-30	22.32	48.22	22.99
2024-08-29 14-02-59	22.56	48.16	23.98
2024-08-29 14-33-30	22.43	48.27	24.65
2024-08-29 15-04-00	21.6	45.98	22.61
2024-08-29 15-34-30	21.84	45.92	24.29
2024-08-29 16-05-00	22.04	46.47	24.92
2024-08-29 16-35-30	22.11	47.32	22.87
2024-08-29 17-05-59	21.76	46.56	23.37
2024-08-29 17-36-29	21.83	46.9	23.04
2024-08-29 18-06-59	22.28	47.88	24.11
2024-08-29 18-37-29	21.61	45.38	22.9
2024-08-29 19-07-59	22.13	46.99	23.26
2024-08-29 19-38-29	22.67	48.66	23.43
2024-08-29 20-08-59	21.65	46.09	23.4
2024-08-29 20-39-29	22.22	47.45	22.89
2024-08-29 21-09-59	22.76	48.42	23.94
2024-08-29 21-40-29	21.48	45.15	23.31
2024-08-29 22-11-00	22.69	48.14	24.47
2024-08-29 22-41-29	21.81	46.94	22.5
2024-08-29 23-11-59	23.01	49.34	24.74
2024-08-29 23-42-29	22.39	47.9	23.39
2024-08-30 00-12-58	22.05	47.21	23.47
2024-08-30 00-31-06	22.55	48.06	24.58
2024-08-30 00-43-29	22.27	47.51	24.73
2024-08-30 01-13-59	22.01	46.94	23.82
2024-08-30 01-44-29	22.86	48.74	22.7
2024-08-30 02-14-58	22.83	48.77	22.9
2024-08-30 02-45-29	23.25	50.2	23.59
2024-08-30 03-15-59	22.66	48.26	24.82
2024-08-30 03-46-29	22.45	47.78	24.17
2024-08-30 04-16-58	22.04	46.52	23.47
2024-08-30 04-47-29	21.87	46.6	22.72
2024-08-30 05-17-59	22.28	47.98	24.52
2024-08-30 05-48-28	22.69	48.5	24.17
2024-08-30 06-18-59	21.73	46.42	22.94
2024-08-30 06-49-29	21.39	45.56	23.64
2024-08-30 07-19-59	22.35	46.98	23.53
2024-08-30 07-50-28	21.95	46.83	23.72
2024-08-30 08-20-58	22.1	47.22	24.89
2024-08-30 08-51-29	22.52	48.57	25.45
2024-08-30 09-21-58	22.36	47.37	23.83
2024-08-30 09-52-28	22.14	47.04	23.09
2024-08-30 10-22-59	22.64	47.95	24.15
2024-08-30 10-53-29	23.49	50.26	24.25
2024-08-30 11-23-58	23.25	50.67	24.14
2024-08-30 11-54-28	22.28	47.26	23.88
2024-08-30 12-24-57	22.47	48.24	23.47
2024-08-30 12-31-06	22.73	48.99	23.92
2024-08-30 12-55-28	21.78	46.16	23.5
2024-08-30 13-25-58	21.7	46.17	23.89
2024-08-30 13-56-28	21.45	45.33	23.08
2024-08-30 14-26-57	21.78	46.64	23.43
2024-08-30 14-57-27	21.6	46.27	23.33
2024-08-30 15-27-57	22.18	47.13	23.29
2024-08-30 15-58-28	22.82	48.5	23.86
2024-08-30 16-28-57	21.93	46.72	23.89
2024-08-30 16-59-28	22.5	48.27	23.7
2024-08-30 17-29-58	22.55	48.04	22.45
2024-08-30 18-00-27	22.66	48.35	23.84
2024-08-30 18-30-57	22.87	48.56	23.37
2024-08-30 19-01-27	22.64	48.57	25.63
2024-08-30 19-31-57	22.09	46.8	22.97
2024-08-30 20-02-28	22.97	48.45	24.54
2024-08-30 20-32-57	21.86	46.38	23.08
2024-08-30 21-03-27	23.59	50.78	23.67
2024-08-30 21-33-57	22.92	48.88	24.24
2024-08-30 22-04-27	23.69	50.97	24.21
2024-08-30 22-34-57	22.04	47.11	23.45
2024-08-30 23-05-27	22.92	49.09	23.99
2024-08-30 23-35-57	22.59	48.1	22.77
2024-08-31 00-06-27	22.62	47.51	23.47
2024-08-31 00-31-05	23.43	50.07	24.11
2024-08-31 00-36-58	23.42	50.73	23.99
2024-08-31 01-07-28	22.36	48.22	22.8
2024-08-31 01-37-57	23.27	49.03	24.12
2024-08-31 02-08-26	22.7	48.19	24.06
2024-08-31 02-38-56	23.06	49.27	23.98
2024-08-31 03-09-26	23.09	47.83	26.01
2024-08-31 03-39-56	23.92	50.74	24.78
2024-08-31 04-10-26	23.46	49.92	24.89
2024-08-31 04-40-57	22.89	48.81	23.65
2024-08-31 05-11-27	23.77	50.53	24.27
2024-08-31 05-41-56	23.67	51.01	24.01
2024-08-31 06-12-27	23.39	50.59	24.37
2024-08-31 06-42-57	23.31	49.8	24.57
2024-08-31 07-13-27	23	48.38	23.67
2024-08-31 07-43-56	23.8	50.92	24.26
2024-08-31 08-14-27	22.84	48.37	23.83
2024-08-31 08-44-57	23.75	50.32	26.02
2024-08-31 09-15-26	23.19	48.8	24.09
2024-08-31 09-45-55	22.94	48.49	23.31
2024-08-31 10-16-26	23.48	49.96	24.06
2024-08-31 10-46-55	23.05	49.44	25.05
2024-08-31 11-17-26	23.48	49.91	25.05
2024-08-31 11-47-56	22.96	48.69	25.25
2024-08-31 12-18-25	23.39	49.1	24.84
2024-08-31 12-31-05	24.22	51.05	24.82
2024-08-31 12-48-57	24.32	52.42	25.13
2024-08-31 13-19-27	23.84	50	25.38
2024-08-31 13-49-56	25.05	54.03	25.64
2024-08-31 14-20-26	23.59	50.19	23.47
2024-08-31 14-50-55	23.9	50.49	25.44
2024-08-31 15-21-25	23.46	50.45	24.16
2024-08-31 15-51-55	23.62	50.82	24
2024-08-31 16-22-26	23.52	50.31	25.31
2024-08-31 16-52-56	23.84	51.34	25.08
2024-08-31 17-23-26	23.18	49.34	23.91
2024-08-31 17-53-56	23.94	51.51	25.03
2024-08-31 18-24-25	23.7	50.58	24.23
2024-08-31 18-54-55	23.9	50.1	24.99
2024-08-31 19-25-26	23.88	50.51	25.7
2024-08-31 19-55-55	24.18	51.46	24.93
2024-08-31 20-26-25	25.45	55.2	25.38
2024-08-31 20-56-56	25.21	54.54	25.93
2024-08-31 21-27-25	24.3	51.94	24.78
2024-08-31 21-57-56	24.37	52.03	25.54
2024-08-31 22-28-26	25.08	54.79	25.51
2024-08-31 22-58-55	24	51.84	25.32
2024-08-31 23-29-25	24.45	52.58	26.3
2024-08-31 23-59-54	24.96	53.45	25.67
2024-09-01 00-30-25	24.09	52.16	24.76
2024-09-01 00-31-04	24.13	51.76	25.35
2024-09-01 01-00-55	24.3	52.12	25.1
2024-09-01 01-31-25	25.2	55.39	24.4
2024-09-01 06-20-32	26.12	57.22	24.51
2024-09-01 06-51-00	25.38	54.17	26.44
2024-09-01 07-21-31	25.45	55.97	24.65
2024-09-01 07-52-01	25.45	55.31	25.62
2024-09-01 08-22-31	24.1	52.64	25.33
2024-09-01 08-53-01	24.57	53.37	25.86
2024-09-01 09-23-31	26.72	58.95	25.22
2024-09-01 09-54-01	25.87	57.16	25.32
2024-09-01 10-24-31	25.06	54.48	25.62
2024-09-01 10-55-00	24.61	53.63	25.94
2024-09-01 11-25-31	24.24	52.75	25.32
2024-09-01 11-56-01	25	54.02	25.94
2024-09-01 12-26-31	24.76	54.2	25.08
2024-09-01 12-31-09	24.75	53.09	26.16
2024-09-01 12-57-01	25.8	55.63	27.43
2024-09-01 13-27-31	25.3	55.65	25.72
2024-09-01 13-58-01	24.99	54.72	26.04
2024-09-01 14-28-31	25.48	55.81	23.92
2024-09-01 14-59-01	24.79	53.51	26.04
2024-09-01 20-43-30	2.92	5.21	25.06
2024-09-01 21-14-00	24.22	52.81	26.2
2024-09-01 21-44-29	24.7	53.33	25.43
2024-09-01 22-36-00	10.11	11.81	15.31
2024-09-01 23-06-30	23.1	49.25	24.6
2024-09-01 23-36-59	23.82	50.99	23.95
2024-09-02 00-07-30	23.54	50.85	24.06
2024-09-02 00-31-08	23.52	50.71	24.28
2024-09-02 00-37-59	22.91	49.19	25.79
2024-09-02 01-08-29	23.78	51.53	25.91
2024-09-02 01-38-59	23.81	50.73	24.4
2024-09-02 02-09-30	23.93	51.99	24.27
2024-09-02 02-40-00	23.6	50.62	24.37
2024-09-02 03-10-30	24.34	50.91	25.1
2024-09-02 03-41-00	24.94	53.71	25.98
2024-09-02 04-11-29	23.71	50.51	25.15
2024-09-02 04-41-59	24.07	51.95	24.83
2024-09-02 05-12-30	25.1	55.43	23.83
2024-09-02 05-42-59	25.1	54.28	25.92
2024-09-02 06-13-29	24.04	50.76	24.22
2024-09-02 06-43-58	24.12	52.56	24.7
2024-09-02 07-14-29	24.26	52.73	24.62
2024-09-02 07-44-59	23.78	51.8	25.66
2024-09-02 08-15-29	23.83	51.58	25.69
2024-09-02 08-45-58	24.4	52.43	24.86
2024-09-02 09-16-28	23.68	51.2	24.73
2024-09-02 09-46-58	24.34	53.01	25.27
2024-09-02 10-17-29	24	51.8	25.42
2024-09-02 10-47-58	24.88	54.47	26.27
2024-09-02 11-18-29	25.4	55.5	24.55
2024-09-02 11-48-58	26.11	57.06	26.35
2024-09-02 12-19-29	25.11	54.74	26.09
2024-09-02 12-31-07	25.98	57.55	25.49
2024-09-02 12-49-58	25.2	55.02	25.12
2024-09-02 13-20-29	26.93	59.17	26.42
2024-09-02 13-50-58	25.04	54.94	26.87
2024-09-02 14-21-29	26.7	58.61	27.25
2024-09-02 14-51-58	24.58	53.97	25.72
2024-09-02 15-22-28	24.33	52.45	25.82
2024-09-02 15-52-57	26.75	58.5	26.17
2024-09-02 16-23-28	25.14	54.33	24.9
2024-09-02 16-53-57	24.85	53.88	25.55
2024-09-02 17-24-28	24.41	53.54	24.77
2024-09-02 17-54-57	24.21	53.22	25.14
2024-09-02 18-25-29	26.5	57.14	26.95
2024-09-02 18-55-57	25.39	55.18	24.97
2024-09-02 19-26-27	27.4	60.17	26.67
2024-09-02 19-56-58	27.16	59.91	26.75
2024-09-02 20-27-27	25.22	54.55	26.86
2024-09-02 20-57-59	27.25	59.93	26.13
2024-09-02 21-28-28	27.51	61	26.03
2024-09-02 21-58-58	26.76	58.49	26.04
2024-09-02 22-29-27	25.65	55.82	26.61
2024-09-02 22-59-58	25.8	56.95	24.71
2024-09-02 23-30-27	25.52	55.11	26.22
2024-09-03 00-00-57	25.69	56.77	26.97
2024-09-03 00-31-05	27.72	60.82	25.83
2024-09-03 00-31-28	24.4	53.89	24.68
2024-09-03 01-01-57	26.81	58.48	26.55
2024-09-03 01-32-27	27.34	59.68	26.75
2024-09-03 02-02-58	26.5	57.84	26.68
2024-09-03 02-33-27	27.95	60.91	27.03
2024-09-03 03-03-58	28.6	61.65	27.31
2024-09-03 03-34-27	25.39	55.34	26.06
2024-09-03 04-04-58	25.12	56.13	26.02
2024-09-03 04-35-27	24.9	53.95	26.23
2024-09-03 05-05-56	25.27	54.67	26.63
2024-09-03 05-36-27	24.76	54.08	26.19
2024-09-03 06-06-58	26.8	58.45	26.05
2024-09-03 06-37-28	24.84	53.93	25.13
2024-09-03 07-07-56	26.75	58.8	27.34
2024-09-03 07-38-27	25.28	55.54	26.53
2024-09-03 08-08-57	25	54.41	26.85
2024-09-03 08-39-27	27.01	58.52	27.42
2024-09-03 09-09-56	26.6	58.15	25.1
2024-09-03 09-40-27	26.54	57.64	26.91
2024-09-03 10-23-57	10.5	17.72	17.33
2024-09-03 10-54-27	24.63	54.05	25.19
2024-09-03 11-24-56	24.42	53.24	25.31
2024-09-03 11-55-27	24.5	53.4	26.18
2024-09-03 12-25-57	24.22	51.66	24.56
2024-09-03 12-31-05	25.32	54.35	25.89
2024-09-03 12-56-26	25.02	54.32	25.48
2024-09-03 13-26-56	24.19	52.17	24.17
2024-09-03 13-57-26	25.79	56.39	25.88
2024-09-03 14-27-56	24.42	52.57	26.38
2024-09-03 14-58-26	23.41	51.05	26.39
2024-09-03 15-28-56	24.59	53.45	26.23
2024-09-03 15-59-26	24.6	53.76	25.64
2024-09-03 16-29-56	24.22	53	26.22
2024-09-03 17-00-26	24.31	53.37	24.77
2024-09-03 17-30-57	24.25	52.56	25.46
2024-09-03 18-01-25	23.53	51.33	23.98
2024-09-03 18-31-56	25.73	56.67	26.78
2024-09-03 19-02-26	24.87	53.48	24.75
2024-09-03 19-32-56	26.39	57.93	26.1
2024-09-03 20-03-26	24.18	52.05	24.75
2024-09-03 20-33-56	23.99	51.83	24.44
2024-09-03 21-04-27	25.02	55.19	24.54
2024-09-03 21-34-57	24.18	52.77	25.71
2024-09-03 22-05-26	24.78	53.64	25.96
2024-09-03 22-35-56	25.39	55.77	25.9
2024-09-03 23-06-25	26.6	58.41	24.91
2024-09-03 23-36-55	24.69	53.12	24.52
2024-09-04 00-07-25	25.56	56.17	26.47
2024-09-04 00-31-04	25.88	56.53	25.21
2024-09-04 00-37-55	26.02	57.18	25.69
2024-09-04 01-08-26	25.35	54.77	26.51
2024-09-04 01-38-55	25.15	54.57	25.06
2024-09-04 02-09-25	25.83	56.97	25.91
2024-09-04 02-39-56	26.53	58.35	25.63
2024-09-04 03-10-25	24.81	54.17	25.2
2024-09-04 03-40-56	24.72	53.56	24.53
2024-09-04 04-11-26	23.82	51.79	24.41
2024-09-04 04-41-56	25.1	54.98	25.67
2024-09-04 05-12-26	24.96	54.25	26.3
2024-09-04 05-42-55	25.34	54.65	26.74
2024-09-04 06-13-25	26.18	57.55	25.61
2024-09-04 06-43-55	24.57	53.22	24.23
2024-09-04 07-14-25	24.59	52.74	25.29
2024-09-04 07-44-55	25.91	56.16	25.8
2024-09-04 08-15-26	28.12	61.16	26.84
2024-09-04 08-45-55	26.89	59.15	26.37
2024-09-04 09-16-25	27.39	60.38	27.54
2024-09-04 09-46-55	25.27	54.78	25.72
2024-09-04 10-17-25	26.16	56.84	25.67
2024-09-04 10-47-55	26.95	59.29	26.51
2024-09-04 11-18-25	24.43	53.1	25.32
2024-09-04 11-48-55	24.63	53.09	24.41
2024-09-04 12-19-25	24.59	52.85	25.06
2024-09-04 12-31-02	26.29	56.78	26.66
2024-09-04 12-49-55	25.12	55.31	24.79
2024-09-04 13-20-25	25.81	56.53	26.47
2024-09-04 13-50-55	28.39	61.96	27.27
2024-09-04 14-21-25	25.98	57.04	26.71
2024-09-04 14-51-54	25.38	54.98	25.69
2024-09-04 15-22-25	25.87	56.33	27.87
2024-09-04 15-52-54	25.9	56.39	26.45
2024-09-04 16-23-24	27.36	60.3	27.08
2024-09-04 16-53-55	28.01	62.06	26.89
2024-09-04 17-24-24	25.95	56.46	25.99
2024-09-04 17-54-55	27.43	61.08	27.54
2024-09-04 18-25-24	26.78	58.83	26.55
2024-09-04 18-55-54	26.27	57.66	26.61
2024-09-04 19-26-24	26.97	59.24	26.99
2024-09-04 19-56-54	25.83	56.92	26.42
2024-09-04 20-27-23	26.98	58.2	27.51
2024-09-04 20-57-54	28.11	61.42	26.51
2024-09-04 21-28-25	27.87	61.04	26.38
2024-09-04 21-58-54	27.54	60.34	27.52
2024-09-04 22-29-23	28.37	61.54	26.91
2024-09-04 22-59-54	26.52	58.27	26.77
2024-09-04 23-30-24	25.73	56.75	25.12
2024-09-05 00-31-02	0.42	0.56	0.42
2024-09-05 06-35-52	11.1	15.47	17.44
2024-09-05 07-06-23	28.31	62.83	28.03
2024-09-05 07-36-52	27.59	61.72	27.37
2024-09-05 08-07-23	27.1	59.81	26.96
2024-09-05 08-37-53	26.97	59.25	28.14
2024-09-05 09-08-22	25.7	56	25.43
2024-09-05 09-38-52	25.26	54.71	25.47
2024-09-05 10-09-23	27.45	59.75	27.45
2024-09-05 10-39-52	27.89	61.32	26.91
2024-09-05 11-10-22	27.96	60.82	27.15
2024-09-05 11-40-52	27.94	61.68	27.95
2024-09-05 12-11-23	26.35	57.78	25.2
2024-09-05 12-31-01	25.97	56.81	26.2
2024-09-05 12-41-52	26.1	56.55	27.14
2024-09-05 13-12-23	26.27	57.57	26.89
2024-09-05 13-42-53	25.24	54.77	26.03
2024-09-05 14-13-22	25.29	53.92	25.54
2024-09-05 14-43-52	24.67	52.25	24.32
2024-09-05 15-14-22	24.93	54.38	26.1
2024-09-05 15-44-52	27.86	61.03	27.56
2024-09-05 16-15-22	24.93	54.56	25.05
2024-09-05 16-45-52	27.29	59.65	26.66
2024-09-05 17-16-22	25.84	56.89	26.26
2024-09-05 17-46-52	25.88	56.82	26.72
2024-09-05 18-17-22	26.43	58.18	25.09
2024-09-05 18-47-52	24.66	54.2	25.05
2024-09-05 19-18-22	26.76	58.09	26.41
2024-09-05 19-48-52	26.17	56.84	25.41
2024-09-05 20-19-22	25.67	55.46	25.65
2024-09-05 20-49-53	27.5	60.44	27.16
2024-09-05 21-20-21	25.98	56.88	25.57
2024-09-05 21-50-52	26.27	57.7	25.19
2024-09-05 22-21-21	25.34	55.21	25.28
2024-09-05 22-51-52	25.36	54.42	26.71
2024-09-05 23-22-22	26.78	57.46	26.11
2024-09-05 23-52-51	26.88	58.58	26.45
2024-09-06 00-23-22	25.63	53.92	25.93
2024-09-06 00-30-59	26.12	55.73	25.79
2024-09-06 00-53-52	25.44	54.99	26.03
2024-09-06 01-24-22	26.14	57.08	26.03
2024-09-06 01-54-52	27.51	59.47	27.56
2024-09-06 02-25-21	25.56	53.41	25.9
2024-09-06 02-55-52	26.66	57.21	26.3
2024-09-06 03-26-20	26.98	58.66	26.73
2024-09-06 03-56-51	27.53	59.9	26.75
2024-09-06 04-27-21	25.93	54.84	24.78
2024-09-06 04-57-51	25.19	54.88	25
2024-09-06 05-58-50	26.69	57.78	26.35
2024-09-06 06-29-21	27.15	58.21	26.86
2024-09-06 06-59-51	25.85	56.17	25.84
2024-09-06 07-30-21	24.87	53.21	25.15
2024-09-06 08-00-51	27.79	61.15	26.92
2024-09-06 08-31-21	26.29	56.22	25.67
2024-09-06 09-01-52	27.7	60.31	26.98
2024-09-06 09-32-21	27.61	60.32	26.66
2024-09-06 10-02-50	27.14	58.81	26.47
2024-09-06 10-33-20	27.19	58.16	26.3
2024-09-06 11-03-51	26.81	58.43	26.27
2024-09-06 11-34-21	27.65	59.31	27.29
2024-09-06 12-04-51	27	58.34	26.3
2024-09-06 12-30-59	1.59	3.23	0.99
2024-09-06 12-55-51	4.29	4.28	33.74
2024-09-06 13-26-20	26.83	59.41	26.27
2024-09-06 13-56-50	26.9	59.06	27.1
2024-09-06 14-27-20	27.25	60.42	27.53
2024-09-06 14-57-50	27.51	60.4	26.89
2024-09-06 15-28-21	27.48	60.8	27.14
2024-09-06 15-58-50	26.62	58.19	27.09
2024-09-06 16-29-21	26.46	58.56	26.73
2024-09-06 16-59-51	27.12	59.8	28.06
2024-09-06 17-30-20	27.25	60.08	27.99
2024-09-06 18-00-50	27.38	60.07	27.2
2024-09-06 18-31-21	27.51	60.04	27.63
2024-09-06 19-01-51	27.72	61.15	27.19
2024-09-06 19-32-20	27.45	59.44	28.47
2024-09-06 20-02-49	27.36	59.73	27.38
